trade_id,timestamp,symbol,action,side,quantity,price,total_value,strategy,mode,primary_signal,signal_value,threshold,direction,trend,explanation,realized_pnl
BT-20251202090553-0030,2025-05-28T04:00:00+00:00,SPY,SELL,long,155.9185,587.73,91637.97,macd_strategy,backtest,macd_bearish_crossover,9.6318,9.6395,below,,SELL: MACD bearish crossover. MACD (9.6318) crossed below Signal line (9.6395). Histogram: -0.0077. ,9388.85
BT-20251202090553-0031,2025-06-10T04:00:00+00:00,SPY,BUY,long,149.9972,603.08,90460.32,macd_strategy,backtest,macd_bullish_crossover,9.1348,9.1320,above,,BUY: MACD bullish crossover. MACD (9.1348) crossed above Signal line (9.1320). Histogram: 0.0028. Mo,
BT-20251202090553-0032,2025-06-11T04:00:00+00:00,SPY,SELL,long,149.9972,601.36,90202.32,macd_strategy,backtest,macd_bearish_crossover,9.0404,9.1137,below,,SELL: MACD bearish crossover. MACD (9.0404) crossed below Signal line (9.1137). Histogram: -0.0732. ,-303.23
BT-20251202090553-0033,2025-06-27T04:00:00+00:00,SPY,BUY,long,146.3373,614.91,89984.27,macd_strategy,backtest,macd_bullish_crossover,7.5255,7.2109,above,,BUY: MACD bullish crossover. MACD (7.5255) crossed above Signal line (7.2109). Histogram: 0.3146. Mo,
BT-20251202090553-0034,2025-07-15T04:00:00+00:00,SPY,SELL,long,146.3373,622.14,91042.29,macd_strategy,backtest,macd_bearish_crossover,8.5406,8.8384,below,,SELL: MACD bearish crossover. MACD (8.5406) crossed below Signal line (8.8384). Histogram: -0.2978. ,1013.03
BT-20251202090554-0035,2025-07-25T04:00:00+00:00,SPY,BUY,long,142.3515,637.10,90692.14,macd_strategy,backtest,macd_bullish_crossover,8.3096,8.2386,above,,BUY: MACD bullish crossover. MACD (8.3096) crossed above Signal line (8.2386). Histogram: 0.0710. Mo,
BT-20251202090554-0036,2025-07-29T04:00:00+00:00,SPY,SELL,long,142.3515,635.26,90430.21,macd_strategy,backtest,macd_bearish_crossover,8.1529,8.2393,below,,SELL: MACD bearish crossover. MACD (8.1529) crossed below Signal line (8.2393). Histogram: -0.0864. ,-307.27
BT-20251202090554-0037,2025-08-13T04:00:00+00:00,SPY,BUY,long,139.8873,644.89,90211.93,macd_strategy,backtest,macd_bullish_crossover,5.8281,5.6297,above,,BUY: MACD bullish crossover. MACD (5.8281) crossed above Signal line (5.6297). Histogram: 0.1983. Mo,
BT-20251202090554-0038,2025-08-19T04:00:00+00:00,SPY,SELL,long,139.8873,639.81,89501.31,macd_strategy,backtest,macd_bearish_crossover,5.7902,5.8741,below,,SELL: MACD bearish crossover. MACD (5.7902) crossed below Signal line (5.8741). Histogram: -0.0839. ,-755.73
BT-20251202090554-0039,2025-08-28T04:00:00+00:00,SPY,BUY,long,137.6592,648.92,89329.80,macd_strategy,backtest,macd_bullish_crossover,5.1452,5.1288,above,,BUY: MACD bullish crossover. MACD (5.1452) crossed above Signal line (5.1288). Histogram: 0.0164. Mo,
BT-20251202090554-0040,2025-08-29T04:00:00+00:00,SPY,SELL,long,137.6592,645.05,88797.05,macd_strategy,backtest,macd_bearish_crossover,4.9494,5.0929,below,,SELL: MACD bearish crossover. MACD (4.9494) crossed below Signal line (5.0929). Histogram: -0.1436. ,-577.41
BT-20251202090554-0041,2025-09-10T04:00:00+00:00,SPY,BUY,long,135.8610,652.21,88609.90,macd_strategy,backtest,macd_bullish_crossover,4.6035,4.5393,above,,BUY: MACD bullish crossover. MACD (4.6035) crossed above Signal line (4.5393). Histogram: 0.0642. Mo,
BT-20251202090554-0042,2025-09-25T04:00:00+00:00,SPY,SELL,long,135.8610,658.05,89403.33,macd_strategy,backtest,macd_bearish_crossover,5.9677,6.2300,below,,SELL: MACD bearish crossover. MACD (5.9677) crossed below Signal line (6.2300). Histogram: -0.2623. ,749.12
BT-20251202090554-0043,2025-10-02T04:00:00+00:00,SPY,BUY,long,133.1157,669.22,89083.71,macd_strategy,backtest,macd_bullish_crossover,6.0209,5.9728,above,,BUY: MACD bullish crossover. MACD (6.0209) crossed above Signal line (5.9728). Histogram: 0.0481. Mo,
BT-20251202090554-0044,2025-10-09T04:00:00+00:00,SPY,SELL,long,133.1157,671.16,89341.95,macd_strategy,backtest,macd_bearish_crossover,6.0413,6.0552,below,,SELL: MACD bearish crossover. MACD (6.0413) crossed below Signal line (6.0552). Histogram: -0.0139. ,213.70
BT-20251202090554-0045,2025-10-24T04:00:00+00:00,SPY,BUY,long,131.5250,677.25,89075.29,macd_strategy,backtest,macd_bullish_crossover,3.7878,3.4822,above,,BUY: MACD bullish crossover. MACD (3.7878) crossed above Signal line (3.4822). Histogram: 0.3056. Mo,
BT-20251202090554-0046,2025-11-05T05:00:00+00:00,SPY,SELL,long,131.5250,677.58,89118.69,macd_strategy,backtest,macd_bearish_crossover,5.1116,5.3590,below,,SELL: MACD bearish crossover. MACD (5.1116) crossed below Signal line (5.3590). Histogram: -0.2475. ,-1.13
BT-20251202090554-0047,2025-11-28T05:00:00+00:00,SPY,BUY,long,130.0485,683.39,88873.83,macd_strategy,backtest,macd_bullish_crossover,0.5974,-0.2189,above,,BUY: MACD bullish crossover. MACD (0.5974) crossed above Signal line (-0.2189). Histogram: 0.8163. M,
BT-20251202090554-0048,2025-12-01T05:00:00+00:00,SPY,SELL,long,130.0485,680.27,88468.08,macd_strategy,backtest,backtest_end,,,n/a,,Position closed at end of backtest period.,-450.19
BT-20251202090554-0049,2025-02-27T05:00:00+00:00,SPY,BUY,long,153.8330,585.05,90000.00,pairs_trading_strategy,backtest,z_score_oversold,-2.5984,-2.0000,below,,BUY: Z-score (-2.60) below -2.0 threshold. Price $585.05 is 2.6 std devs below 20-day mean $602.82. ,
BT-20251202090554-0050,2025-03-24T04:00:00+00:00,SPY,SELL,long,153.8330,574.08,88312.45,pairs_trading_strategy,backtest,z_score_mean_reversion,0.1243,0.5000,near_zero,,SELL: Z-score (0.12) reverted within ±0.5 of mean. Mean reversion target achieved. Taking profits.,-1732.55
BT-20251202090554-0051,2025-04-03T04:00:00+00:00,SPY,BUY,long,164.4131,536.70,88240.52,pairs_trading_strategy,backtest,z_score_oversold,-2.9116,-2.0000,below,,BUY: Z-score (-2.91) below -2.0 threshold. Price $536.70 is 2.9 std devs below 20-day mean $562.64. ,
BT-20251202090554-0052,2025-04-09T04:00:00+00:00,SPY,SELL,long,164.4131,548.62,90200.33,pairs_trading_strategy,backtest,z_score_mean_reversion,-0.1775,0.5000,near_zero,,SELL: Z-score (-0.18) reverted within ±0.5 of mean. Mean reversion target achieved. Taking profits.,1915.68
BT-20251202090554-0053,2025-10-10T04:00:00+00:00,SPY,BUY,long,137.4590,653.02,89763.49,pairs_trading_strategy,backtest,z_score_oversold,-2.2116,-2.0000,below,,BUY: Z-score (-2.21) below -2.0 threshold. Price $653.02 is 2.2 std devs below 20-day mean $664.59. ,
BT-20251202090554-0054,2025-10-13T04:00:00+00:00,SPY,SELL,long,137.4590,663.04,91140.83,pairs_trading_strategy,backtest,z_score_mean_reversion,-0.3204,0.5000,near_zero,,SELL: Z-score (-0.32) reverted within ±0.5 of mean. Mean reversion target achieved. Taking profits.,1332.46
BT-20251202090554-0055,2025-11-18T05:00:00+00:00,SPY,BUY,long,137.4968,660.08,90758.92,pairs_trading_strategy,backtest,z_score_oversold,-2.1735,-2.0000,below,,BUY: Z-score (-2.17) below -2.0 threshold. Price $660.08 is 2.2 std devs below 20-day mean $676.67. ,
BT-20251202090554-0056,2025-11-24T05:00:00+00:00,SPY,SELL,long,137.4968,668.73,91948.27,pairs_trading_strategy,backtest,z_score_mean_reversion,-0.4970,0.5000,near_zero,,SELL: Z-score (-0.50) reverted within ±0.5 of mean. Mean reversion target achieved. Taking profits.,1143.97
BT-20251202090554-0057,2025-02-13T05:00:00+00:00,SPY,BUY,long,16.4007,609.73,10000.00,ai_prediction_strategy,backtest,ai_prediction_bullish,75.0000,70.0000,above,,BUY: AI prediction confidence 75.0% (threshold: 70%). Signals: Strong momentum: 3.1%; MACD positive;,
BT-20251202090555-0058,2025-12-01T05:00:00+00:00,SPY,SELL,long,16.4007,680.27,11156.91,ai_prediction_strategy,backtest,backtest_end,,,n/a,,Position closed at end of backtest period.,1151.91
BT-20251202093110-0001,2025-01-21T05:00:00+00:00,SPY,BUY,long,149.2414,603.05,90000.00,momentum_strategy,backtest,momentum,0.0289,0.0200,above,,BUY: 20-day momentum (2.89%) exceeded threshold (2.00%). Price rose from $586.10 to $603.05.,
BT-20251202093110-0002,2025-02-27T05:00:00+00:00,SPY,SELL,long,149.2414,585.05,87313.66,momentum_strategy,backtest,momentum,-0.0330,-0.0200,below,,SELL: 20-day momentum (-3.30%) fell below threshold (-2.00%). Price dropped from $605.04 to $585.05.,-2731.34
BT-20251202093110-0003,2025-05-01T04:00:00+00:00,SPY,BUY,long,156.3969,558.47,87342.96,momentum_strategy,backtest,momentum,0.0406,0.0200,above,,BUY: 20-day momentum (4.06%) exceeded threshold (2.00%). Price rose from $536.70 to $558.47.,
BT-20251202093110-0004,2025-11-20T05:00:00+00:00,SPY,SELL,long,156.3969,652.53,102053.64,momentum_strategy,backtest,momentum,-0.0365,-0.0200,below,,SELL: 20-day momentum (-3.65%) fell below threshold (-2.00%). Price dropped from $677.25 to $652.53.,14667.02
BT-20251202093110-0005,2025-02-27T05:00:00+00:00,SPY,BUY,long,153.8330,585.05,90000.00,mean_reversion_strategy,backtest,bollinger_lower_band,585.0500,589.1429,below,,BUY: Price $585.05 touched lower Bollinger Band $589.14. Z-score: -2.60 (oversold). Expecting mean r,
BT-20251202093110-0006,2025-03-24T04:00:00+00:00,SPY,SELL,long,153.8330,574.08,88312.45,mean_reversion_strategy,backtest,bollinger_mean_reversion,574.0800,572.4390,above,,SELL: Price $574.08 reverted to SMA $572.44. Mean reversion target reached. Z-score: 0.12.,-1732.55
BT-20251202093110-0007,2025-04-03T04:00:00+00:00,SPY,BUY,long,164.4131,536.70,88240.52,mean_reversion_strategy,backtest,bollinger_lower_band,536.7000,544.8206,below,,BUY: Price $536.70 touched lower Bollinger Band $544.82. Z-score: -2.91 (oversold). Expecting mean r,
BT-20251202093110-0008,2025-04-24T04:00:00+00:00,SPY,SELL,long,164.4131,546.69,89883.01,mean_reversion_strategy,backtest,bollinger_mean_reversion,546.6900,535.4820,above,,SELL: Price $546.69 reverted to SMA $535.48. Mean reversion target reached. Z-score: 0.55.,1598.37
BT-20251202093110-0009,2025-10-10T04:00:00+00:00,SPY,BUY,long,137.0224,653.02,89478.34,mean_reversion_strategy,backtest,bollinger_lower_band,653.0200,654.1270,below,,BUY: Price $653.02 touched lower Bollinger Band $654.13. Z-score: -2.21 (oversold). Expecting mean r,
BT-20251202093110-0010,2025-10-15T04:00:00+00:00,SPY,SELL,long,137.0224,665.17,91143.16,mean_reversion_strategy,backtest,bollinger_mean_reversion,665.1700,665.1090,above,,SELL: Price $665.17 reverted to SMA $665.11. Mean reversion target reached. Z-score: 0.01.,1620.08
BT-20251202093110-0011,2025-11-18T05:00:00+00:00,SPY,BUY,long,137.4574,660.08,90732.88,mean_reversion_strategy,backtest,bollinger_lower_band,660.0800,661.4041,below,,BUY: Price $660.08 touched lower Bollinger Band $661.40. Z-score: -2.17 (oversold). Expecting mean r,
BT-20251202093110-0012,2025-11-25T05:00:00+00:00,SPY,SELL,long,137.4574,675.02,92786.49,mean_reversion_strategy,backtest,bollinger_mean_reversion,675.0200,673.1100,above,,SELL: Price $675.02 reverted to SMA $673.11. Mean reversion target reached. Z-score: 0.20.,2008.25
BT-20251202093110-0013,2025-02-13T05:00:00+00:00,SPY,BUY,long,147.6063,609.73,90000.00,trend_following_strategy,backtest,uptrend_state,0.7124,0.5000,above,,BUY: Uptrend confirmed. 20-day SMA ($603.15) is above 50-day SMA ($598.89) by 0.71%.,
BT-20251202093110-0014,2025-03-07T05:00:00+00:00,SPY,SELL,long,147.6063,575.92,85009.43,trend_following_strategy,backtest,ma_crossover_bearish,-0.0122,,below,,SELL: Death Cross detected. 20-day SMA ($596.30) is below 50-day SMA ($596.37) by 0.01%.,-5035.57
BT-20251202093110-0015,2025-05-15T04:00:00+00:00,SPY,BUY,long,144.4167,590.46,85272.26,trend_following_strategy,backtest,uptrend_state,0.6423,0.5000,above,,BUY: Uptrend confirmed. 20-day SMA ($557.30) is above 50-day SMA ($553.74) by 0.64%.,
BT-20251202093110-0016,2025-12-01T05:00:00+00:00,SPY,SELL,long,144.4167,680.27,98242.32,trend_following_strategy,backtest,backtest_end,,,n/a,,Position closed at end of backtest period.,12927.42
BT-20251202093110-0017,2025-01-22T05:00:00+00:00,SPY,BUY,long,148.4071,606.44,90000.00,breakout_strategy,backtest,channel_breakout_up,606.4400,603.0600,above,,BUY: Price $606.44 broke above 20-day resistance $603.06. Breakout strength: 0.56%. Channel width: 4,
BT-20251202093110-0018,2025-02-27T05:00:00+00:00,SPY,SELL,long,148.4071,585.05,86825.57,breakout_strategy,backtest,channel_breakdown,585.0500,589.5600,below,,SELL: Price $585.05 broke below 20-day support $589.56. Breakdown strength: 0.76%. Exiting to preven,-3219.43
BT-20251202093110-0019,2025-05-02T04:00:00+00:00,SPY,BUY,long,153.3353,566.76,86904.34,breakout_strategy,backtest,channel_breakout_up,566.7600,564.0699,above,,BUY: Price $566.76 broke above 20-day resistance $564.07. Breakout strength: 0.48%. Channel width: 1,
BT-20251202093110-0020,2025-10-10T04:00:00+00:00,SPY,SELL,long,153.3353,653.02,100131.05,breakout_strategy,backtest,channel_breakdown,653.0200,654.3000,below,,SELL: Price $653.02 broke below 20-day support $654.30. Breakdown strength: 0.20%. Exiting to preven,13183.25
BT-20251202093110-0021,2025-10-24T04:00:00+00:00,SPY,BUY,long,145.5237,677.25,98555.92,breakout_strategy,backtest,channel_breakout_up,677.2500,673.9500,above,,BUY: Price $677.25 broke above 20-day resistance $673.95. Breakout strength: 0.49%. Channel width: 3,
BT-20251202093110-0022,2025-11-18T05:00:00+00:00,SPY,SELL,long,145.5237,660.08,96057.28,breakout_strategy,backtest,channel_breakdown,660.0800,661.2050,below,,SELL: Price $660.08 broke below 20-day support $661.21. Breakdown strength: 0.17%. Exiting to preven,-2547.92
BT-20251202093111-0023,2025-03-10T04:00:00+00:00,SPY,BUY,long,160.5480,560.58,90000.00,rsi_strategy,backtest,rsi_oversold,29.9669,30.0000,below,,"BUY: RSI(14) = 30.0 is below oversold threshold (30). Asset is oversold, expecting bounce. Previous ",
BT-20251202093111-0024,2025-06-30T04:00:00+00:00,SPY,SELL,long,160.5480,617.85,99194.58,rsi_strategy,backtest,rsi_overbought,70.2860,70.0000,above,,"SELL: RSI(14) = 70.3 is above overbought threshold (70). Asset is overbought, expecting pullback. Ta",9149.58
BT-20251202093111-0025,2025-03-21T04:00:00+00:00,SPY,BUY,long,159.5801,563.98,90000.00,macd_strategy,backtest,macd_bullish_crossover,-9.2229,-9.3987,above,,BUY: MACD bullish crossover. MACD (-9.2229) crossed above Signal line (-9.3987). Histogram: 0.1758. ,
BT-20251202093111-0026,2025-04-03T04:00:00+00:00,SPY,SELL,long,159.5801,536.70,85646.65,macd_strategy,backtest,macd_bearish_crossover,-8.0335,-7.2643,below,,SELL: MACD bearish crossover. MACD (-8.0335) crossed below Signal line (-7.2643). Histogram: -0.7692,-4398.35
BT-20251202093111-0027,2025-04-15T04:00:00+00:00,SPY,BUY,long,159.6788,537.61,85844.90,macd_strategy,backtest,macd_bullish_crossover,-12.1221,-12.8483,above,,BUY: MACD bullish crossover. MACD (-12.1221) crossed above Signal line (-12.8483). Histogram: 0.7262,
BT-20251202093111-0028,2025-04-21T04:00:00+00:00,SPY,SELL,long,159.6788,513.88,82055.73,macd_strategy,backtest,macd_bearish_crossover,-12.6358,-12.5655,below,,SELL: MACD bearish crossover. MACD (-12.6358) crossed below Signal line (-12.5655). Histogram: -0.07,-3832.10
BT-20251202093111-0029,2025-04-22T04:00:00+00:00,SPY,BUY,long,155.9185,527.25,82208.02,macd_strategy,backtest,macd_bullish_crossover,-11.9810,-12.4486,above,,BUY: MACD bullish crossover. MACD (-11.9810) crossed above Signal line (-12.4486). Histogram: 0.4676,
BT-20251202093111-0030,2025-05-28T04:00:00+00:00,SPY,SELL,long,155.9185,587.73,91637.97,macd_strategy,backtest,macd_bearish_crossover,9.6318,9.6395,below,,SELL: MACD bearish crossover. MACD (9.6318) crossed below Signal line (9.6395). Histogram: -0.0077. ,9388.85
BT-20251202093111-0031,2025-06-10T04:00:00+00:00,SPY,BUY,long,149.9972,603.08,90460.32,macd_strategy,backtest,macd_bullish_crossover,9.1348,9.1320,above,,BUY: MACD bullish crossover. MACD (9.1348) crossed above Signal line (9.1320). Histogram: 0.0028. Mo,
BT-20251202093111-0032,2025-06-11T04:00:00+00:00,SPY,SELL,long,149.9972,601.36,90202.32,macd_strategy,backtest,macd_bearish_crossover,9.0404,9.1137,below,,SELL: MACD bearish crossover. MACD (9.0404) crossed below Signal line (9.1137). Histogram: -0.0732. ,-303.23
BT-20251202093111-0033,2025-06-27T04:00:00+00:00,SPY,BUY,long,146.3373,614.91,89984.27,macd_strategy,backtest,macd_bullish_crossover,7.5255,7.2109,above,,BUY: MACD bullish crossover. MACD (7.5255) crossed above Signal line (7.2109). Histogram: 0.3146. Mo,
BT-20251202093111-0034,2025-07-15T04:00:00+00:00,SPY,SELL,long,146.3373,622.14,91042.29,macd_strategy,backtest,macd_bearish_crossover,8.5406,8.8384,below,,SELL: MACD bearish crossover. MACD (8.5406) crossed below Signal line (8.8384). Histogram: -0.2978. ,1013.03
BT-20251202093111-0035,2025-07-25T04:00:00+00:00,SPY,BUY,long,142.3515,637.10,90692.14,macd_strategy,backtest,macd_bullish_crossover,8.3096,8.2386,above,,BUY: MACD bullish crossover. MACD (8.3096) crossed above Signal line (8.2386). Histogram: 0.0710. Mo,
BT-20251202093111-0036,2025-07-29T04:00:00+00:00,SPY,SELL,long,142.3515,635.26,90430.21,macd_strategy,backtest,macd_bearish_crossover,8.1529,8.2393,below,,SELL: MACD bearish crossover. MACD (8.1529) crossed below Signal line (8.2393). Histogram: -0.0864. ,-307.27
BT-20251202093111-0037,2025-08-13T04:00:00+00:00,SPY,BUY,long,139.8873,644.89,90211.93,macd_strategy,backtest,macd_bullish_crossover,5.8281,5.6297,above,,BUY: MACD bullish crossover. MACD (5.8281) crossed above Signal line (5.6297). Histogram: 0.1983. Mo,
BT-20251202093111-0038,2025-08-19T04:00:00+00:00,SPY,SELL,long,139.8873,639.81,89501.31,macd_strategy,backtest,macd_bearish_crossover,5.7902,5.8741,below,,SELL: MACD bearish crossover. MACD (5.7902) crossed below Signal line (5.8741). Histogram: -0.0839. ,-755.73
BT-20251202093111-0039,2025-08-28T04:00:00+00:00,SPY,BUY,long,137.6592,648.92,89329.80,macd_strategy,backtest,macd_bullish_crossover,5.1452,5.1288,above,,BUY: MACD bullish crossover. MACD (5.1452) crossed above Signal line (5.1288). Histogram: 0.0164. Mo,
BT-20251202093111-0040,2025-08-29T04:00:00+00:00,SPY,SELL,long,137.6592,645.05,88797.05,macd_strategy,backtest,macd_bearish_crossover,4.9494,5.0929,below,,SELL: MACD bearish crossover. MACD (4.9494) crossed below Signal line (5.0929). Histogram: -0.1436. ,-577.41
BT-20251202093111-0041,2025-09-10T04:00:00+00:00,SPY,BUY,long,135.8610,652.21,88609.90,macd_strategy,backtest,macd_bullish_crossover,4.6035,4.5393,above,,BUY: MACD bullish crossover. MACD (4.6035) crossed above Signal line (4.5393). Histogram: 0.0642. Mo,
BT-20251202093111-0042,2025-09-25T04:00:00+00:00,SPY,SELL,long,135.8610,658.05,89403.33,macd_strategy,backtest,macd_bearish_crossover,5.9677,6.2300,below,,SELL: MACD bearish crossover. MACD (5.9677) crossed below Signal line (6.2300). Histogram: -0.2623. ,749.12
BT-20251202093111-0043,2025-10-02T04:00:00+00:00,SPY,BUY,long,133.1157,669.22,89083.71,macd_strategy,backtest,macd_bullish_crossover,6.0209,5.9728,above,,BUY: MACD bullish crossover. MACD (6.0209) crossed above Signal line (5.9728). Histogram: 0.0481. Mo,
BT-20251202093111-0044,2025-10-09T04:00:00+00:00,SPY,SELL,long,133.1157,671.16,89341.95,macd_strategy,backtest,macd_bearish_crossover,6.0413,6.0552,below,,SELL: MACD bearish crossover. MACD (6.0413) crossed below Signal line (6.0552). Histogram: -0.0139. ,213.70
BT-20251202093111-0045,2025-10-24T04:00:00+00:00,SPY,BUY,long,131.5250,677.25,89075.29,macd_strategy,backtest,macd_bullish_crossover,3.7878,3.4822,above,,BUY: MACD bullish crossover. MACD (3.7878) crossed above Signal line (3.4822). Histogram: 0.3056. Mo,
BT-20251202093111-0046,2025-11-05T05:00:00+00:00,SPY,SELL,long,131.5250,677.58,89118.69,macd_strategy,backtest,macd_bearish_crossover,5.1116,5.3590,below,,SELL: MACD bearish crossover. MACD (5.1116) crossed below Signal line (5.3590). Histogram: -0.2475. ,-1.13
BT-20251202093111-0047,2025-11-28T05:00:00+00:00,SPY,BUY,long,130.0485,683.39,88873.83,macd_strategy,backtest,macd_bullish_crossover,0.5974,-0.2189,above,,BUY: MACD bullish crossover. MACD (0.5974) crossed above Signal line (-0.2189). Histogram: 0.8163. M,
BT-20251202093111-0048,2025-12-01T05:00:00+00:00,SPY,SELL,long,130.0485,680.27,88468.08,macd_strategy,backtest,backtest_end,,,n/a,,Position closed at end of backtest period.,-450.19
BT-20251202093111-0049,2025-02-27T05:00:00+00:00,SPY,BUY,long,153.8330,585.05,90000.00,pairs_trading_strategy,backtest,z_score_oversold,-2.5984,-2.0000,below,,BUY: Z-score (-2.60) below -2.0 threshold. Price $585.05 is 2.6 std devs below 20-day mean $602.82. ,
BT-20251202093111-0050,2025-03-24T04:00:00+00:00,SPY,SELL,long,153.8330,574.08,88312.45,pairs_trading_strategy,backtest,z_score_mean_reversion,0.1243,0.5000,near_zero,,SELL: Z-score (0.12) reverted within ±0.5 of mean. Mean reversion target achieved. Taking profits.,-1732.55
BT-20251202093111-0051,2025-04-03T04:00:00+00:00,SPY,BUY,long,164.4131,536.70,88240.52,pairs_trading_strategy,backtest,z_score_oversold,-2.9116,-2.0000,below,,BUY: Z-score (-2.91) below -2.0 threshold. Price $536.70 is 2.9 std devs below 20-day mean $562.64. ,
BT-20251202093111-0052,2025-04-09T04:00:00+00:00,SPY,SELL,long,164.4131,548.62,90200.33,pairs_trading_strategy,backtest,z_score_mean_reversion,-0.1775,0.5000,near_zero,,SELL: Z-score (-0.18) reverted within ±0.5 of mean. Mean reversion target achieved. Taking profits.,1915.68
BT-20251202093111-0053,2025-10-10T04:00:00+00:00,SPY,BUY,long,137.4590,653.02,89763.49,pairs_trading_strategy,backtest,z_score_oversold,-2.2116,-2.0000,below,,BUY: Z-score (-2.21) below -2.0 threshold. Price $653.02 is 2.2 std devs below 20-day mean $664.59. ,
BT-20251202093111-0054,2025-10-13T04:00:00+00:00,SPY,SELL,long,137.4590,663.04,91140.83,pairs_trading_strategy,backtest,z_score_mean_reversion,-0.3204,0.5000,near_zero,,SELL: Z-score (-0.32) reverted within ±0.5 of mean. Mean reversion target achieved. Taking profits.,1332.46
BT-20251202093111-0055,2025-11-18T05:00:00+00:00,SPY,BUY,long,137.4968,660.08,90758.92,pairs_trading_strategy,backtest,z_score_oversold,-2.1735,-2.0000,below,,BUY: Z-score (-2.17) below -2.0 threshold. Price $660.08 is 2.2 std devs below 20-day mean $676.67. ,
BT-20251202093111-0056,2025-11-24T05:00:00+00:00,SPY,SELL,long,137.4968,668.73,91948.27,pairs_trading_strategy,backtest,z_score_mean_reversion,-0.4970,0.5000,near_zero,,SELL: Z-score (-0.50) reverted within ±0.5 of mean. Mean reversion target achieved. Taking profits.,1143.97
BT-20251202093112-0057,2025-02-13T05:00:00+00:00,SPY,BUY,long,16.4007,609.73,10000.00,ai_prediction_strategy,backtest,ai_prediction_bullish,75.0000,70.0000,above,,BUY: AI prediction confidence 75.0% (threshold: 70%). Signals: Strong momentum: 3.1%; MACD positive;,
BT-20251202093112-0058,2025-12-01T05:00:00+00:00,SPY,SELL,long,16.4007,680.27,11156.91,ai_prediction_strategy,backtest,backtest_end,,,n/a,,Position closed at end of backtest period.,1151.91
BT-20251202112856-0001,2025-01-21T05:00:00+00:00,SPY,BUY,long,149.2414,603.05,90000.00,momentum_strategy,backtest,momentum,0.0289,0.0200,above,,BUY: 20-day momentum (2.89%) exceeded threshold (2.00%). Price rose from $586.10 to $603.05.,
BT-20251202112856-0002,2025-02-27T05:00:00+00:00,SPY,SELL,long,149.2414,585.05,87313.66,momentum_strategy,backtest,momentum,-0.0330,-0.0200,below,,SELL: 20-day momentum (-3.30%) fell below threshold (-2.00%). Price dropped from $605.04 to $585.05.,-2731.34
BT-20251202112856-0003,2025-05-01T04:00:00+00:00,SPY,BUY,long,156.3969,558.47,87342.96,momentum_strategy,backtest,momentum,0.0406,0.0200,above,,BUY: 20-day momentum (4.06%) exceeded threshold (2.00%). Price rose from $536.70 to $558.47.,
BT-20251202112856-0004,2025-11-20T05:00:00+00:00,SPY,SELL,long,156.3969,652.53,102053.64,momentum_strategy,backtest,momentum,-0.0365,-0.0200,below,,SELL: 20-day momentum (-3.65%) fell below threshold (-2.00%). Price dropped from $677.25 to $652.53.,14667.02
BT-20251202112856-0005,2025-02-27T05:00:00+00:00,SPY,BUY,long,153.8330,585.05,90000.00,mean_reversion_strategy,backtest,bollinger_lower_band,585.0500,589.1429,below,,BUY: Price $585.05 touched lower Bollinger Band $589.14. Z-score: -2.60 (oversold). Expecting mean r,
BT-20251202112856-0006,2025-03-24T04:00:00+00:00,SPY,SELL,long,153.8330,574.08,88312.45,mean_reversion_strategy,backtest,bollinger_mean_reversion,574.0800,572.4390,above,,SELL: Price $574.08 reverted to SMA $572.44. Mean reversion target reached. Z-score: 0.12.,-1732.55
BT-20251202112856-0007,2025-04-03T04:00:00+00:00,SPY,BUY,long,164.4131,536.70,88240.52,mean_reversion_strategy,backtest,bollinger_lower_band,536.7000,544.8206,below,,BUY: Price $536.70 touched lower Bollinger Band $544.82. Z-score: -2.91 (oversold). Expecting mean r,
BT-20251202112856-0008,2025-04-24T04:00:00+00:00,SPY,SELL,long,164.4131,546.69,89883.01,mean_reversion_strategy,backtest,bollinger_mean_reversion,546.6900,535.4820,above,,SELL: Price $546.69 reverted to SMA $535.48. Mean reversion target reached. Z-score: 0.55.,1598.37
BT-20251202112856-0009,2025-10-10T04:00:00+00:00,SPY,BUY,long,137.0224,653.02,89478.34,mean_reversion_strategy,backtest,bollinger_lower_band,653.0200,654.1270,below,,BUY: Price $653.02 touched lower Bollinger Band $654.13. Z-score: -2.21 (oversold). Expecting mean r,
BT-20251202112856-0010,2025-10-15T04:00:00+00:00,SPY,SELL,long,137.0224,665.17,91143.16,mean_reversion_strategy,backtest,bollinger_mean_reversion,665.1700,665.1090,above,,SELL: Price $665.17 reverted to SMA $665.11. Mean reversion target reached. Z-score: 0.01.,1620.08
BT-20251202112856-0011,2025-11-18T05:00:00+00:00,SPY,BUY,long,137.4574,660.08,90732.88,mean_reversion_strategy,backtest,bollinger_lower_band,660.0800,661.4041,below,,BUY: Price $660.08 touched lower Bollinger Band $661.40. Z-score: -2.17 (oversold). Expecting mean r,
BT-20251202112856-0012,2025-11-25T05:00:00+00:00,SPY,SELL,long,137.4574,675.02,92786.49,mean_reversion_strategy,backtest,bollinger_mean_reversion,675.0200,673.1100,above,,SELL: Price $675.02 reverted to SMA $673.11. Mean reversion target reached. Z-score: 0.20.,2008.25
BT-20251202112856-0013,2025-02-13T05:00:00+00:00,SPY,BUY,long,147.6063,609.73,90000.00,trend_following_strategy,backtest,uptrend_state,0.7124,0.5000,above,,BUY: Uptrend confirmed. 20-day SMA ($603.15) is above 50-day SMA ($598.89) by 0.71%.,
